,Sale_Price,Longitude,Latitude,Neighborhood,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Bedroom_AbvGr,Bath_AbvGr,Branch_Number,Distance_m
1476,185900,-93.684397,42.013622,College_Creek,8320,OneFam,Average,6,1582,TRUE,TRUE,Normal,2004,2004,3,3,Branch_3,8785.434935
1477,179900,-93.684343,42.013603,College_Creek,11049,OneFam,Average,7,1234,FALSE,TRUE,Normal,2007,2007,3,2,Branch_3,8781.616686
1478,218836,-93.683435,42.015975,College_Creek,11058,OneFam,Above_Average,6,1564,FALSE,TRUE,Normal,2007,2007,3,2,Branch_3,8647.250724
1479,193000,-93.683435,42.015368,College_Creek,9627,OneFam,Average,6,1361,FALSE,TRUE,Normal,2007,2007,3,2,Branch_3,8662.261335
1480,189000,-93.6838447,42.0138316,College_Creek,8199,OneFam,Average,7,1456,TRUE,TRUE,Normal,2005,2005,3,3,Branch_3,8735.381222
1481,149300,-93.683127,42.015927,College_Creek,4426,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2004,2004,1,1,Branch_3,8623.53195
1482,141000,-93.682991,42.015927,College_Creek,4426,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2004,2004,1,1,Branch_3,8612.543783
1483,149000,-93.681436,42.016121,College_Creek,4438,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2004,2004,1,1,Branch_3,8482.164552
1484,144500,-93.681401,42.016122,College_Creek,4438,TwnhsE,Average,4,848,FALSE,TRUE,Normal,2004,2004,1,1,Branch_3,8479.3128
1485,85000,-93.678303,42.01975,Edwards,8777,OneFam,Good,4,796,FALSE,FALSE,Normal,1910,1950,2,1,Branch_3,8146.836248
1486,145900,-93.678304,42.019937,Edwards,8777,Duplex,Good,9,2200,TRUE,FALSE,Normal,1900,2003,4,4,Branch_3,8143.186939
1488,147500,-93.677407,42.021244,Edwards,9937,OneFam,Above_Average,6,1256,FALSE,TRUE,Normal,1965,1965,3,2,Branch_3,8045.233511
1490,135000,-93.673571,42.019996,Edwards,6500,OneFam,Above_Average,6,1127,FALSE,TRUE,Normal,1976,1976,3,2,Branch_3,7756.553142
1491,108000,-93.673137,42.02099,Edwards,13907,OneFam,Above_Average,6,996,FALSE,FALSE,Normal,1940,1969,3,1,Branch_3,7701.333074
1492,137500,-93.671443,42.019861,Edwards,10012,OneFam,Average,6,1181,FALSE,TRUE,Normal,1972,1972,3,2,Branch_3,7586.333098
1493,165400,-93.672408,42.018991,Edwards,6931,OneFam,Average,7,1656,TRUE,TRUE,Normal,2003,2004,3,3,Branch_3,7683.778607
1494,147000,-93.675294,42.018852,Edwards,9638,OneFam,Above_Average,6,1117,FALSE,TRUE,Normal,1977,1977,3,1,Branch_3,7921.053559
1495,160500,-93.675173,42.018912,Edwards,7200,OneFam,Good,6,1398,TRUE,TRUE,Normal,1976,2001,3,2,Branch_3,7909.909133
1496,176000,-93.673251,42.01883,Edwards,7024,OneFam,Average,5,1132,FALSE,TRUE,Normal,2005,2005,2,2,Branch_3,7755.777101
1497,284700,-93.675582,42.017386,Edwards,47007,OneFam,Good,11,3820,FALSE,TRUE,Normal,1959,1996,5,4,Branch_3,7978.269013
1498,160000,-93.674898,42.016804,Edwards,63887,OneFam,Average,12,5642,TRUE,TRUE,Partial,2008,2008,3,3,Branch_3,7937.392942
1499,148000,-93.670627,42.018898,Edwards,3675,TwnhsE,Average,5,1072,FALSE,TRUE,Normal,2005,2005,2,1,Branch_3,7541.52506
1502,118000,-93.6653819,42.020394,Edwards,12108,Duplex,Below_Average,8,1440,FALSE,FALSE,Normal,1955,1955,4,2,Branch_3,7082.420961
1503,82500,-93.665562,42.019544,Edwards,6845,Duplex,Average,6,1152,FALSE,FALSE,Normal,1955,1955,2,2,Branch_3,7116.279466
1504,91900,-93.661895,42.020112,Edwards,6931,TwoFmCon,Average,4,784,FALSE,FALSE,Normal,1955,1955,2,1,Branch_3,6806.084217
1506,96000,-93.664925,42.01797,Edwards,8050,OneFam,Very_Good,8,1137,TRUE,FALSE,Normal,1947,1993,4,2,Branch_3,7103.760036
1507,99000,-93.665829,42.017962,Edwards,9520,OneFam,Average,5,930,FALSE,TRUE,Normal,1953,1953,2,1,Branch_3,7176.766141
1508,130500,-93.664506,42.0198028,Edwards,11767,OneFam,Above_Average,6,1200,TRUE,TRUE,Normal,1946,1995,3,1,Branch_3,7024.735491
1509,135000,-93.663479,42.019959,Edwards,8172,OneFam,Above_Average,7,1470,TRUE,TRUE,Normal,1954,1972,4,2,Branch_3,6937.926507
1510,135500,-93.66345,42.018541,Edwards,16466,OneFam,Good,8,1393,TRUE,TRUE,Normal,1955,1955,3,2,Branch_3,6970.182536
1512,108000,-93.6558,42.02224,Edwards,5142,OneFam,Good,6,1292,TRUE,TRUE,Normal,1923,2008,3,2,Branch_3,6264.099458
1513,98000,-93.656681,42.022238,Edwards,5604,OneFam,Above_Average,5,864,FALSE,FALSE,Normal,1925,1950,2,1,Branch_3,6335.782794
1514,67000,-93.656735,42.022089,Edwards,8248,OneFam,Fair,5,864,FALSE,FALSE,Normal,1914,1950,2,1,Branch_3,6343.31569
1515,135900,-93.655851,42.0214496,South_and_West_of_Iowa_State_University,5687,TwoFmCon,Above_Average,9,1716,TRUE,FALSE,Normal,1912,2000,6,2,Branch_4,6285.572945
1516,140000,-93.64856,42.019986,South_and_West_of_Iowa_State_University,12155,OneFam,Very_Good,7,1482,TRUE,TRUE,Normal,1925,1950,4,2,Branch_4,5734.531885
1517,179500,-93.65181,42.018715,South_and_West_of_Iowa_State_University,8400,OneFam,Very_Good,8,2192,TRUE,TRUE,Normal,1939,1997,4,3,Branch_4,6030.993911
1518,136500,-93.651785,42.017413,South_and_West_of_Iowa_State_University,8400,OneFam,Average,7,1694,TRUE,TRUE,Normal,1925,1950,4,2,Branch_4,6068.648237
1519,168000,-93.651635,42.017083,South_and_West_of_Iowa_State_University,7290,OneFam,Very_Good,7,1424,FALSE,TRUE,Normal,1921,1950,2,2,Branch_4,6067.317203
1521,189000,-93.646748,42.019092,South_and_West_of_Iowa_State_University,9842,OneFam,Above_Average,8,2601,TRUE,TRUE,Normal,1921,1998,4,4,Branch_4,5615.907255
1523,145000,-93.646438,42.01791,Crawford,8969,OneFam,Above_Average,6,1316,TRUE,TRUE,Normal,1926,1950,2,1,Branch_4,5628.893837
1524,191000,-93.646438,42.017834,Crawford,11526,OneFam,Good,11,2555,TRUE,TRUE,Normal,1922,1994,3,2,Branch_4,5631.411964
1525,177000,-93.6447083,42.0176853,Crawford,15576,OneFam,Good,8,1680,TRUE,TRUE,Normal,1915,1976,4,2,Branch_4,5499.947827
1526,147500,-93.646288,42.01789,Crawford,15564,OneFam,Above_Average,6,1264,TRUE,TRUE,Normal,1914,1995,3,1,Branch_4,5617.696856
1527,91000,-93.64842,42.016887,South_and_West_of_Iowa_State_University,6292,OneFam,Average,4,790,FALSE,TRUE,Normal,1930,1950,2,1,Branch_4,5819.743977
1528,231000,-93.6447134,42.0168678,Crawford,7609,OneFam,Excellent,7,1512,TRUE,TRUE,Normal,1925,1997,3,2,Branch_4,5529.090201
1529,115000,-93.646735,42.016072,South_and_West_of_Iowa_State_University,10480,OneFam,Average,6,1639,FALSE,TRUE,Normal,1936,1950,3,1,Branch_4,5716.21758
1530,138000,-93.642886,42.019833,Crawford,9650,OneFam,Fair,7,1603,TRUE,TRUE,Normal,1923,1950,4,1,Branch_4,5285.740504
1531,149000,-93.642821,42.019617,Crawford,7200,OneFam,Above_Average,6,1502,TRUE,TRUE,Normal,1931,2000,3,2,Branch_4,5287.257164
1532,188700,-93.641405,42.018443,Crawford,11988,OneFam,Good,6,1660,TRUE,TRUE,Normal,1934,1995,3,2,Branch_4,5213.730745
1533,198000,-93.63962,42.018888,Crawford,11700,OneFam,Above_Average,7,1938,TRUE,TRUE,Normal,1937,1995,4,2,Branch_4,5057.846396
1534,110000,-93.639497,42.018766,Crawford,9260,OneFam,Below_Average,6,1374,TRUE,TRUE,Normal,1938,1950,3,1,Branch_4,5052.381167
1535,104000,-93.639467,42.017528,Crawford,7801,OneFam,Average,5,1091,FALSE,TRUE,Normal,1951,1951,2,1,Branch_4,5094.711365
1537,381000,-93.642597,42.01601,Crawford,14100,OneFam,Excellent,11,3447,TRUE,TRUE,Normal,1935,1997,4,4,Branch_4,5396.100699
1538,311500,-93.643378,42.015667,Crawford,15660,OneFam,Excellent,8,1954,TRUE,TRUE,Normal,1939,2006,3,2,Branch_4,5470.042841
1539,263400,-93.64293,42.014567,Crawford,12392,OneFam,Excellent,8,2161,TRUE,TRUE,Normal,1950,2000,3,3,Branch_4,5479.767385
1540,236500,-93.640311,42.012638,Crawford,26073,OneFam,Average,7,1898,FALSE,TRUE,Normal,1956,1956,3,3,Branch_4,5365.829594
1541,224000,-93.640293,42.012488,Crawford,14778,OneFam,Good,7,1640,FALSE,TRUE,Normal,1954,2006,3,1,Branch_4,5371.519192
1542,116500,-93.645743,42.009489,Blueste,1879,Twnhs,Above_Average,5,1032,TRUE,TRUE,Normal,1980,1980,2,1,Branch_4,5922.648426
1543,151000,-93.645743,42.009489,Blueste,1950,Twnhs,Above_Average,6,1556,TRUE,TRUE,Normal,1980,1980,3,3,Branch_4,5922.648426
1544,126000,-93.628409,42.022607,Iowa_DOT_and_Rail_Road,7000,OneFam,Very_Good,5,919,FALSE,TRUE,Normal,1926,1998,2,1,Branch_4,4048.409915
1545,120000,-93.627459,42.021806,Iowa_DOT_and_Rail_Road,6000,OneFam,Very_Good,5,1090,TRUE,TRUE,Normal,1940,2006,3,1,Branch_4,3999.76377
1546,55000,-93.625291,42.022797,Iowa_DOT_and_Rail_Road,3636,OneFam,Below_Average,5,796,FALSE,FALSE,Normal,1922,1950,2,1,Branch_4,3795.224323
1547,120500,-93.625288,42.022516,Iowa_DOT_and_Rail_Road,5890,OneFam,Very_Good,5,816,FALSE,TRUE,Normal,1930,2007,2,1,Branch_4,3804.40834
1548,120500,-93.6291062,42.0213831,Iowa_DOT_and_Rail_Road,6900,OneFam,Above_Average,4,778,FALSE,TRUE,Normal,1940,1955,2,1,Branch_4,4144.031876
1549,119000,-93.628385,42.021276,Iowa_DOT_and_Rail_Road,8155,OneFam,Good,7,1200,TRUE,FALSE,Normal,1930,1950,4,1,Branch_4,4091.068693
1550,126000,-93.6258429,42.0214037,Iowa_DOT_and_Rail_Road,6000,OneFam,Average,7,1656,TRUE,TRUE,Normal,1967,1967,3,2,Branch_4,3887.302151
1551,99500,-93.626835,42.020379,Iowa_DOT_and_Rail_Road,7392,OneFam,Good,5,912,FALSE,TRUE,Normal,1930,1995,2,1,Branch_4,4003.304577
1552,165500,-93.625143,42.021389,Iowa_DOT_and_Rail_Road,9000,OneFam,Average,7,1955,TRUE,TRUE,Normal,1958,1958,4,2,Branch_4,3833.194962
1554,89000,-93.615426,42.021162,Iowa_DOT_and_Rail_Road,5280,OneFam,Good,6,1361,TRUE,TRUE,Normal,1895,1950,2,1,Branch_4,3097.616422
1555,40000,-93.616848,42.021506,Iowa_DOT_and_Rail_Road,8500,OneFam,Below_Average,6,1317,TRUE,TRUE,Normal,1920,1950,3,1,Branch_4,3189.223837
1556,80900,-93.616849,42.021594,Iowa_DOT_and_Rail_Road,5150,OneFam,Good,5,1049,TRUE,TRUE,Normal,1910,2000,2,1,Branch_4,3185.406621
1557,81000,-93.604195,42.022458,Iowa_DOT_and_Rail_Road,18000,OneFam,Below_Average,6,894,FALSE,TRUE,Normal,1935,1950,2,1,Branch_4,2209.847309
1558,65000,-93.604193,42.022626,Iowa_DOT_and_Rail_Road,9000,OneFam,Above_Average,5,864,TRUE,TRUE,Normal,1920,1950,3,2,Branch_4,2199.897742
1559,392500,-93.616242,42.009326,Crawford,5587,TwnhsE,Average,5,1652,FALSE,TRUE,Partial,2008,2008,2,2,Branch_4,3893.407459
1560,294464,-93.616584,42.008803,Crawford,3843,TwnhsE,Average,5,1648,FALSE,TRUE,Partial,2007,2008,2,2,Branch_4,3953.587057
1561,250000,-93.615985,42.008806,Crawford,3811,TwnhsE,Average,5,1646,FALSE,TRUE,Normal,2004,2005,2,2,Branch_4,3917.085115
1562,275000,-93.615921,42.0091899,Crawford,3842,TwnhsE,Average,5,1646,FALSE,TRUE,Normal,2004,2005,2,2,Branch_4,3884.092898
1563,300000,-93.607342,41.99507,Mitchell,23730,OneFam,Average,7,2032,FALSE,TRUE,Normal,1996,1997,3,3,Branch_4,4721.437238
1564,271000,-93.607121,41.997124,Mitchell,13265,OneFam,Average,7,1689,FALSE,TRUE,Normal,2002,2002,3,2,Branch_4,4510.535956
1565,213000,-93.60489,41.997062,Mitchell,11050,OneFam,Average,8,1820,TRUE,TRUE,Normal,1996,1997,3,3,Branch_4,4432.937946
1566,171000,-93.604549,41.997069,Mitchell,9880,OneFam,Above_Average,6,1118,FALSE,TRUE,Normal,1977,1977,3,1,Branch_4,4419.987376
1567,171500,-93.604548,41.996919,Mitchell,10125,OneFam,Above_Average,6,1279,FALSE,TRUE,Normal,1977,1977,3,2,Branch_4,4434.991552
1569,228500,-93.602429,41.995991,Mitchell,9990,OneFam,Average,6,1689,FALSE,TRUE,Normal,1991,1991,3,2,Branch_4,4457.274481
1570,228950,-93.658875,41.998543,Timberland,164660,TwoFmCon,Above_Average,7,1786,TRUE,TRUE,Normal,1965,1965,3,2,Branch_4,7460.256089
1571,241500,-93.639793,42.00514,Timberland,4084,TwnhsE,Above_Average,6,1501,FALSE,TRUE,Normal,1986,1986,2,2,Branch_4,5730.188713
1573,294000,-93.653122,41.995141,Timberland,11563,OneFam,Average,8,1537,FALSE,TRUE,Normal,2006,2007,3,2,Branch_4,7267.236471
1574,293077,-93.653025,41.994841,Timberland,9520,OneFam,Average,7,1646,FALSE,TRUE,Partial,2007,2008,3,2,Branch_4,7280.030386
1575,264966,-93.651718,41.99373,Timberland,12852,OneFam,Average,6,1780,TRUE,TRUE,Partial,2007,2007,3,3,Branch_4,7265.650938
1576,172500,-93.649198,41.995142,Timberland,9802,OneFam,Average,6,1442,TRUE,TRUE,Normal,2006,2007,3,3,Branch_4,7004.508013
1577,167500,-93.649475,41.993751,Timberland,9735,OneFam,Average,7,1394,TRUE,TRUE,Normal,2006,2007,3,3,Branch_4,7116.450481
1578,218689,-93.650431,41.995175,Timberland,12018,OneFam,Average,6,1612,TRUE,TRUE,Partial,2008,2008,3,3,Branch_4,7084.311036
1579,150000,-93.644679,41.999812,Timberland,12890,OneFam,Average,8,1495,FALSE,TRUE,Normal,1989,1989,3,2,Branch_4,6396.523229
1580,184000,-93.646054,41.999575,Timberland,12416,OneFam,Average,7,1651,FALSE,TRUE,Normal,1986,1986,3,2,Branch_4,6504.951442
1581,180000,-93.6470597,41.9976055,Timberland,18265,OneFam,Average,6,1256,FALSE,TRUE,Normal,1986,1986,3,2,Branch_4,6699.508099
1583,232500,-93.646726,41.995512,Timberland,11202,OneFam,Average,7,1440,FALSE,TRUE,Normal,2003,2003,3,2,Branch_4,6816.612286
1584,195000,-93.646645,41.99639,Timberland,7915,OneFam,Average,6,1675,FALSE,TRUE,Normal,1999,2000,3,2,Branch_4,6752.134439
1585,305000,-93.647834,41.99423,Timberland,12244,OneFam,Average,10,2262,TRUE,TRUE,Normal,2003,2003,4,3,Branch_4,6976.503742
1586,298751,-93.653218,41.99312,Timberland,11449,OneFam,Average,7,1728,FALSE,TRUE,Normal,2007,2007,3,2,Branch_4,7405.755948
1587,370000,-93.647214,41.993611,Timberland,11447,OneFam,Average,7,1964,FALSE,TRUE,Normal,2005,2006,3,3,Branch_4,6979.040649
1591,160500,-93.608197,41.993059,Mitchell,4500,TwnhsE,Average,4,1189,FALSE,TRUE,Normal,1997,1997,2,2,Branch_4,4952.831822
1592,173000,-93.606374,41.993185,Mitchell,14137,OneFam,Average,6,1200,FALSE,TRUE,Normal,1964,1964,3,1,Branch_4,4874.693717
1593,124000,-93.605351,41.99261,Meadow_Village,4224,TwnhsE,Above_Average,6,1040,FALSE,TRUE,Normal,1975,1975,3,1,Branch_4,4897.944993
1594,115000,-93.604649,41.991372,Meadow_Village,2665,TwnhsE,Above_Average,4,1304,TRUE,TRUE,Normal,1976,1976,3,2,Branch_4,5001.587203
1595,129500,-93.604184,41.990899,Meadow_Village,2665,TwnhsE,Good,6,1475,TRUE,TRUE,Normal,1976,1976,4,2,Branch_4,5035.69633
1596,105000,-93.603601,41.991883,Meadow_Village,1974,Twnhs,Good,5,988,TRUE,TRUE,Normal,1973,2006,2,1,Branch_4,4916.273819
1597,94900,-93.604269,41.991779,Meadow_Village,1596,Twnhs,Above_Average,4,988,TRUE,TRUE,Normal,1973,1973,1,1,Branch_4,4947.787615
1598,152500,-93.601444,41.993249,Mitchell,17979,OneFam,Above_Average,6,1160,FALSE,TRUE,Normal,1968,1968,3,1,Branch_4,4710.276946
1599,98000,-93.603178,41.992133,Meadow_Village,1477,Twnhs,Excellent,6,1092,TRUE,FALSE,Normal,1970,2007,3,3,Branch_4,4877.521348
1600,81000,-93.603458,41.991933,Meadow_Village,1890,Twnhs,Good,3,630,FALSE,FALSE,Normal,1972,1972,1,1,Branch_4,4906.723433
1601,113000,-93.610109,41.988675,Mitchell,21750,OneFam,Average,4,988,FALSE,TRUE,Normal,1954,1954,2,1,Branch_4,5459.873224
1602,128500,-93.6051072,41.987109,Mitchell,6490,OneFam,Good,4,816,FALSE,TRUE,Normal,1983,1983,2,1,Branch_4,5455.555159
1603,119500,-93.604761,41.988934,Mitchell,6951,OneFam,Average,5,923,FALSE,TRUE,Normal,1984,1985,3,1,Branch_4,5256.194463
1604,130500,-93.603917,41.98811,Mitchell,6600,OneFam,Excellent,5,816,FALSE,TRUE,Normal,1982,2008,3,1,Branch_4,5316.70684
1605,138000,-93.603916,41.988076,Mitchell,6600,OneFam,Very_Good,4,816,FALSE,TRUE,Normal,1982,2003,2,1,Branch_4,5320.217911
1606,134500,-93.603886,41.987289,Mitchell,6600,OneFam,Above_Average,6,845,FALSE,TRUE,Normal,1982,2005,3,1,Branch_4,5401.394731
1607,160000,-93.608291,41.98658,Mitchell,12508,OneFam,Good,7,1750,TRUE,TRUE,Normal,1940,1985,4,2,Branch_4,5609.317245
1608,137500,-93.603722,41.986498,Mitchell,12395,OneFam,Above_Average,6,889,FALSE,TRUE,Normal,1984,1984,3,1,Branch_4,5479.450838
1609,172000,-93.600066,41.991885,Mitchell,11075,OneFam,Below_Average,7,1968,TRUE,TRUE,Normal,1969,1969,4,3,Branch_4,4814.914436
1610,103000,-93.577427,42.022745,Iowa_DOT_and_Rail_Road,56600,OneFam,Very_Poor,7,1836,TRUE,TRUE,Normal,1900,1950,4,2,Branch_4,1186.204289
1611,167300,-93.618504,42.051297,North_Ames,10667,OneFam,Above_Average,7,1587,FALSE,TRUE,Normal,1971,1971,3,2,Branch_2,3675.195988
1612,167000,-93.618503,42.051357,North_Ames,10628,OneFam,Average,5,1277,FALSE,TRUE,Normal,1970,1970,2,1,Branch_2,3678.820675
1613,244000,-93.617273,42.049671,North_Ames,13651,OneFam,Above_Average,8,2223,FALSE,TRUE,Normal,1973,1973,3,2,Branch_2,3491.610153
1614,268000,-93.61728,42.050443,North_Ames,15865,OneFam,Above_Average,8,2217,FALSE,TRUE,Normal,1970,1970,4,2,Branch_2,3538.37251
1616,168000,-93.63736,42.060466,Gilbert,10364,OneFam,Average,7,1572,TRUE,TRUE,Normal,1995,1996,3,3,Branch_1,5538.891662
1617,177000,-93.636146,42.061664,Gilbert,13869,OneFam,Above_Average,6,1470,TRUE,TRUE,Normal,1997,1997,3,2,Branch_1,5530.86975
1618,169000,-93.636972,42.061326,Gilbert,8773,OneFam,Average,7,1600,TRUE,TRUE,Normal,1997,1997,3,3,Branch_1,5565.582158
1619,161500,-93.637189,42.061242,Gilbert,8872,OneFam,Average,7,1384,TRUE,TRUE,Normal,1997,1997,3,3,Branch_1,5575.146734
1620,251000,-93.634341,42.063067,Stone_Brook,5330,TwnhsE,Average,6,1652,FALSE,TRUE,Normal,2000,2000,2,2,Branch_1,5502.625075
1621,160000,-93.636345,42.059592,Gilbert,10147,OneFam,Average,7,1694,TRUE,TRUE,Normal,1994,1994,3,3,Branch_1,5415.400055
1623,178750,-93.637865,42.059562,Gilbert,7875,OneFam,Average,6,1553,TRUE,TRUE,Normal,1996,1996,3,3,Branch_1,5519.476812
1624,176000,-93.637883,42.059517,Gilbert,7875,OneFam,Average,6,1253,FALSE,TRUE,Normal,1995,1996,3,2,Branch_1,5518.065052
1625,204000,-93.639068,42.059242,Gilbert,7500,OneFam,Average,7,2299,TRUE,TRUE,Normal,1999,2003,5,4,Branch_1,5585.231749
1626,160000,-93.637848,42.059293,Gilbert,9556,OneFam,Average,6,1187,FALSE,TRUE,Normal,1992,1993,3,2,Branch_1,5502.363602
1627,160000,-93.637299,42.057006,Gilbert,10784,OneFam,Average,7,1472,TRUE,TRUE,Normal,1991,1992,3,3,Branch_1,5332.390114
1628,163900,-93.637917,42.05817,Gilbert,9125,OneFam,Average,7,1482,TRUE,TRUE,Normal,1992,1992,3,3,Branch_1,5442.052864
1629,168000,-93.635833,42.057533,Gilbert,7655,OneFam,Average,7,1642,TRUE,TRUE,Normal,1993,1994,3,3,Branch_1,5257.786408
1631,170000,-93.634513,42.059375,Stone_Brook,3696,TwnhsE,Average,5,1088,FALSE,TRUE,Normal,1986,1986,2,2,Branch_1,5275.545245
1632,207500,-93.632917,42.059239,Stone_Brook,5062,TwnhsE,Average,6,2090,TRUE,TRUE,Normal,1984,1984,3,2,Branch_1,5157.67166
1633,182000,-93.631622,42.059309,Stone_Brook,4740,TwnhsE,Average,5,1179,FALSE,TRUE,Normal,1988,1988,2,2,Branch_1,5074.096057
1634,212000,-93.631633,42.059304,Stone_Brook,5118,TwnhsE,Average,4,1321,FALSE,TRUE,Normal,1990,1990,1,1,Branch_1,5074.520261
1635,377426,-93.629016,42.060431,Stone_Brook,14157,OneFam,Average,8,1922,FALSE,TRUE,Normal,2005,2006,3,2,Branch_1,4974.765645
1636,349265,-93.629075,42.060144,Stone_Brook,12328,OneFam,Average,10,2541,TRUE,TRUE,Normal,2005,2005,4,4,Branch_1,4959.168885
1637,591587,-93.626366,42.061202,Stone_Brook,51974,OneFam,Average,8,2338,FALSE,TRUE,Partial,2006,2007,4,3,Branch_1,4858.125359
1638,155000,-93.622874,42.060096,Gilbert,41600,TwoFmCon,Average,7,1424,FALSE,TRUE,Normal,1969,1990,3,2,Branch_1,4558.975397
1639,319900,-93.629538,42.059743,Stone_Brook,8035,TwnhsE,Average,6,1612,FALSE,TRUE,Normal,2006,2006,2,2,Branch_1,4962.837595
1640,392000,-93.630074,42.058893,Stone_Brook,8089,OneFam,Above_Average,7,1419,FALSE,TRUE,Partial,2007,2007,2,2,Branch_1,4942.880347
1641,441929,-93.628754,42.058998,Stone_Brook,14082,OneFam,Average,7,2234,FALSE,TRUE,Normal,2006,2006,1,2,Branch_1,4861.386421
1642,455000,-93.628723,42.058996,Stone_Brook,13870,OneFam,Average,8,2042,FALSE,TRUE,Partial,2006,2007,3,2,Branch_1,4859.191032
1643,182900,-93.637875,42.054368,Northwest_Ames,12546,OneFam,Good,7,1440,FALSE,TRUE,Normal,1981,1981,3,2,Branch_2,5234.442291
1646,176000,-93.637816,42.0545,Northwest_Ames,12090,OneFam,Good,6,1479,TRUE,TRUE,Normal,1981,2003,3,3,Branch_2,5236.763966
1647,213000,-93.637158,42.054395,Northwest_Ames,12299,OneFam,Above_Average,7,1664,FALSE,TRUE,Normal,1978,1985,3,2,Branch_2,5182.994028
1648,192000,-93.634665,42.054941,Northwest_Ames,11339,OneFam,Average,9,1930,TRUE,TRUE,Normal,1979,1979,4,3,Branch_2,5029.643195
1649,190000,-93.633973,42.055217,Northwest_Ames,11952,OneFam,Above_Average,8,1969,TRUE,TRUE,Normal,1977,1977,3,3,Branch_2,4994.70545
1650,195000,-93.631528,42.054427,Northwest_Ames,12046,OneFam,Above_Average,8,2030,TRUE,TRUE,Normal,1976,1976,4,3,Branch_2,4775.451856
1651,148000,-93.632669,42.05622,Northwest_Ames,10395,OneFam,Above_Average,6,1032,FALSE,TRUE,Normal,1978,1978,3,2,Branch_2,4958.231215
1652,151500,-93.631795,42.056211,Northwest_Ames,11850,OneFam,Above_Average,6,1177,FALSE,TRUE,Normal,1984,1984,3,2,Branch_2,4896.074439
1653,197000,-93.638554,42.052353,Northwest_Ames,11584,OneFam,Above_Average,6,1725,TRUE,TRUE,Normal,1979,1979,3,3,Branch_2,5187.872558
1654,192350,-93.635411,42.053271,Northwest_Ames,10400,OneFam,Average,5,1353,FALSE,TRUE,Normal,1979,1999,2,2,Branch_2,4997.414706
1655,152000,-93.63724,42.05026,Northwest_Ames,10793,OneFam,Average,7,1620,TRUE,TRUE,Normal,1969,1969,4,3,Branch_2,4995.269603
1656,170000,-93.634714,42.049832,Northwest_Ames,13001,OneFam,Average,6,1220,FALSE,TRUE,Normal,1971,1971,2,2,Branch_2,4784.071621
1657,175000,-93.634581,42.050075,Northwest_Ames,12243,OneFam,Above_Average,7,1484,FALSE,TRUE,Normal,1971,1971,3,2,Branch_2,4784.583555
1658,175000,-93.636497,42.050372,Northwest_Ames,11700,OneFam,Above_Average,7,1743,TRUE,TRUE,Normal,1968,1968,3,3,Branch_2,4943.38028
1659,197900,-93.633898,42.049956,Northwest_Ames,12384,OneFam,Good,7,1935,TRUE,TRUE,Normal,1976,1976,3,3,Branch_2,4727.448158
1660,174000,-93.633757,42.051039,Northwest_Ames,8991,OneFam,Above_Average,5,1324,FALSE,TRUE,Normal,1976,1976,3,2,Branch_2,4766.093992
1661,178900,-93.632191,42.048765,Northwest_Ames,8000,OneFam,Above_Average,8,1877,TRUE,TRUE,Normal,1974,1974,4,3,Branch_2,4545.567465
1662,139000,-93.627736,42.055392,North_Ames,10500,OneFam,Good,5,1109,TRUE,TRUE,Normal,1971,2005,3,1,Branch_2,4563.662982
1663,143250,-93.626331,42.055264,North_Ames,10530,OneFam,Average,5,981,FALSE,TRUE,Normal,1971,1971,3,2,Branch_2,4458.723302
1664,184000,-93.626565,42.054603,North_Ames,7472,OneFam,Excellent,7,1479,TRUE,TRUE,Normal,1972,2004,4,2,Branch_2,4434.66472
1665,155000,-93.629118,42.053407,North_Ames,9457,OneFam,Above_Average,7,1422,FALSE,TRUE,Normal,1970,1990,3,1,Branch_2,4546.028471
1666,133000,-93.626722,42.054612,North_Ames,7920,OneFam,Average,5,914,FALSE,TRUE,Normal,1970,2002,3,1,Branch_2,4446.136367
1667,119500,-93.627112,42.053547,North_Ames,9758,OneFam,Average,5,950,FALSE,TRUE,Normal,1971,1971,3,1,Branch_2,4410.934439
1668,123000,-93.628047,42.05346,North_Ames,8294,OneFam,Average,5,872,FALSE,TRUE,Normal,1971,1971,3,1,Branch_2,4472.406768
1669,110000,-93.62805,42.053503,North_Ames,7340,OneFam,Above_Average,4,858,FALSE,TRUE,Normal,1971,1971,2,1,Branch_2,4475.051285
1670,128000,-93.6247461,42.0562952,North_Ames,17199,OneFam,Good,4,914,FALSE,TRUE,Normal,1961,1961,2,1,Branch_2,4416.372481
1671,120500,-93.621646,42.056395,North_Ames,9000,OneFam,Above_Average,5,864,FALSE,TRUE,Normal,1971,1971,3,1,Branch_2,4218.011094
1672,133000,-93.624798,42.05467,North_Ames,4058,TwnhsE,Average,4,767,FALSE,TRUE,Normal,1998,1998,1,1,Branch_2,4316.572254
1673,155000,-93.624798,42.054789,North_Ames,4113,TwnhsE,Average,5,1337,FALSE,TRUE,Normal,2001,2001,2,2,Branch_2,4323.962677
