Sale_Price,Longitude,Latitude,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Distance_m,Neighborhood
177000,-93.666147,42.027332,11512,OneFam,Good,5,1357,FALSE,TRUE,Normal,1959,2006,7034.166627,North_Ames
125600,-93.66515,42.027507,5190,OneFam,Average,5,1079,TRUE,TRUE,Normal,1948,1950,6950.200919,North_Ames
155000,-93.665571,42.027555,10452,OneFam,Average,5,1094,FALSE,TRUE,Normal,1953,1953,6984.467818,North_Ames
240000,-93.663054,42.028381,45600,OneFam,Very_Good,10,2358,TRUE,TRUE,Normal,1908,1997,6769.255013,North_Ames
260000,-93.663123,42.028233,19550,OneFam,Good,5,1518,FALSE,FALSE,Normal,1940,2007,6776.218242,North_Ames
185000,-93.660595,42.028188,21780,OneFam,Good,8,1674,TRUE,TRUE,Normal,1918,1950,6567.93016,North_Ames
235000,-93.6608625,42.0280297,13728,OneFam,Good,7,2108,TRUE,TRUE,Normal,1935,1986,6591.459481,North_Ames
159900,-93.667534,42.024025,9571,OneFam,Above_Average,6,1509,FALSE,TRUE,Normal,1956,1956,7190.277439,Old_Town
99600,-93.6650659,42.0257161,9350,Duplex,Average,4,864,FALSE,FALSE,Normal,1975,1975,6963.576872,Old_Town
134500,-93.66526,42.025036,9360,OneFam,Very_Good,7,1269,TRUE,TRUE,Normal,1962,2001,6988.70776,Old_Town
119000,-93.6644616,42.0236702,8405,OneFam,Very_Good,7,1367,TRUE,TRUE,Normal,1900,1950,6944.146737,Old_Town
107500,-93.6618779,42.0244599,7000,TwoFmCon,Good,5,1347,TRUE,FALSE,Normal,1910,1991,6719.692764,Old_Town
125000,-93.662924,42.022902,10880,TwoFmCon,Average,5,1164,FALSE,TRUE,Normal,1950,1950,6831.749384,Old_Town
79000,-93.658528,42.022769,9600,OneFam,Average,5,1096,TRUE,FALSE,Normal,1924,1950,6475.461856,Old_Town
95000,-93.659949,42.02283,9084,OneFam,Above_Average,5,1111,TRUE,TRUE,Normal,1941,1950,6590.191766,Old_Town
262280,-93.683223,42.031766,11839,OneFam,Average,10,2329,TRUE,TRUE,Normal,1990,1990,8421.063127,Old_Town
260000,-93.683302,42.033912,9771,OneFam,Average,9,2814,TRUE,TRUE,Normal,1995,2002,8427.038347,Old_Town
226500,-93.682029,42.03085,9938,OneFam,Average,7,1626,FALSE,TRUE,Normal,1994,1994,8324.523922,Old_Town
225000,-93.682032,42.031077,14171,OneFam,Average,9,2200,TRUE,TRUE,Normal,1993,1994,8324.081058,Old_Town
229000,-93.682175,42.030621,10541,OneFam,Average,8,2037,TRUE,TRUE,Normal,1996,1996,8337.382775,Old_Town
177439,-93.691284,42.025411,10616,OneFam,Average,6,1356,TRUE,TRUE,Partial,2007,2007,9126.710695,Old_Town
248500,-93.691095,42.025275,9345,OneFam,Average,7,1615,FALSE,TRUE,Normal,2007,2007,9112.540444,Old_Town
395039,-93.686789,42.027193,11778,OneFam,Average,8,1766,FALSE,TRUE,Partial,2008,2008,8739.224282,Old_Town
228000,-93.681199,42.029437,11228,OneFam,Average,9,2097,TRUE,TRUE,Normal,1993,1993,8261.885931,Old_Town
225000,-93.681136,42.030276,11454,OneFam,Average,6,1511,FALSE,TRUE,Normal,1995,1995,8252.711381,Old_Town
195000,-93.6826513,42.0249247,11500,OneFam,Above_Average,6,1643,FALSE,TRUE,Normal,1966,1966,8420.699457,Old_Town
200000,-93.679198,42.025781,12798,OneFam,Average,8,1688,TRUE,TRUE,Normal,1997,1997,8126.43832,Old_Town
155000,-93.692009,42.021173,9750,OneFam,Good,5,990,FALSE,TRUE,Normal,1994,1994,9241.739267,Old_Town
144000,-93.691213,42.01915,9525,OneFam,Above_Average,6,1099,FALSE,TRUE,Normal,1995,2006,9211.41309,Old_Town
145000,-93.691612,42.019153,9245,OneFam,Average,5,990,FALSE,TRUE,Normal,1994,1995,9243.940803,Old_Town
226001,-93.690719,42.018501,8696,OneFam,Average,5,1418,FALSE,TRUE,Normal,1997,1998,9183.465994,Old_Town
215700,-93.689772,42.018786,13142,OneFam,Average,6,1771,TRUE,TRUE,Normal,1997,1997,9100.704534,Old_Town
207500,-93.690276,42.017423,8998,OneFam,Average,6,1652,TRUE,TRUE,Normal,2000,2000,9169.221886,Old_Town
188000,-93.688995,42.017914,8924,OneFam,Average,8,1724,TRUE,TRUE,Normal,1998,1999,9054.786238,Old_Town
191000,-93.689019,42.017766,9382,OneFam,Average,6,1479,FALSE,TRUE,Normal,1999,2000,9059.800452,Old_Town
221000,-93.691706,42.016276,12803,OneFam,Average,6,1494,FALSE,TRUE,Normal,2002,2002,9310.179368,Old_Town
231500,-93.689101,42.015974,12435,OneFam,Average,7,1792,TRUE,TRUE,Normal,2001,2001,9105.779709,Old_Town
235000,-93.688958,42.01626,12192,OneFam,Average,6,1823,TRUE,TRUE,Normal,2000,2001,9087.632095,Old_Town
223500,-93.68895,42.015949,11250,OneFam,Average,6,1786,TRUE,TRUE,Normal,2001,2002,9094.124963,Old_Town
130250,-93.685742,42.022136,9200,OneFam,Above_Average,5,938,FALSE,TRUE,Normal,1975,1980,8712.804894,Old_Town
149900,-93.686888,42.021234,8385,OneFam,Very_Good,6,985,FALSE,TRUE,Normal,1977,1977,8821.124659,Old_Town
158000,-93.687518,42.018839,12250,OneFam,Above_Average,5,1174,FALSE,TRUE,Normal,1978,1978,8915.87114,Old_Town
147000,-93.685158,42.019769,10970,OneFam,Above_Average,5,1026,FALSE,TRUE,Normal,1978,1978,8705.484953,Old_Town
163000,-93.6844,42.02107,14330,OneFam,Above_Average,5,1558,FALSE,TRUE,Normal,1975,2001,8620.18325,Old_Town
110000,-93.684289,42.021275,7990,OneFam,Above_Average,5,924,FALSE,TRUE,Normal,1975,1975,8607.619185,Old_Town
127000,-93.683158,42.020796,7180,OneFam,Good,5,864,FALSE,TRUE,Normal,1972,1972,8523.352725,Old_Town
124900,-93.683309,42.020991,7200,OneFam,Good,4,780,FALSE,TRUE,Normal,1972,1972,8532.281382,Old_Town
230000,-93.68786,42.018735,9742,OneFam,Average,7,1795,FALSE,TRUE,Normal,2002,2002,8945.795513,Old_Town
237000,-93.687704,42.018412,9473,OneFam,Average,7,2031,TRUE,TRUE,Normal,2002,2002,8939.523347,Old_Town
235000,-93.686189,42.018354,10316,OneFam,Average,7,1865,TRUE,TRUE,Normal,2000,2000,8817.343084,Old_Town
230500,-93.684227,42.018709,10400,OneFam,Average,8,2161,TRUE,TRUE,Normal,2001,2001,8650.35392,Old_Town
230000,-93.684396,42.017598,9066,OneFam,Average,7,1852,TRUE,TRUE,Normal,1999,2000,8687.601024,Brookside
222500,-93.682718,42.018006,11404,OneFam,Average,8,2031,TRUE,TRUE,Normal,1998,1999,8542.426237,Brookside
287000,-93.685572,42.01727,9240,OneFam,Average,7,2263,TRUE,TRUE,Normal,2001,2002,8790.293824,Brookside
274000,-93.685569,42.017484,9720,OneFam,Average,7,1947,TRUE,TRUE,Normal,2001,2002,8785.350153,Brookside
300000,-93.68522,42.018186,14860,OneFam,Average,6,1786,FALSE,TRUE,Normal,2002,2003,8741.976261,Brookside
255900,-93.686644,42.016975,11250,OneFam,Average,9,2290,TRUE,TRUE,Normal,2002,2002,8883.842988,Brookside
224900,-93.686982,42.016207,8158,OneFam,Average,8,1768,TRUE,TRUE,Normal,2003,2003,8928.725542,Brookside
240000,-93.688193,42.016341,10905,OneFam,Average,9,2327,TRUE,TRUE,Normal,2003,2003,9023.769331,Brookside
183000,-93.687674,42.014435,7226,OneFam,Average,6,1640,TRUE,TRUE,Normal,2003,2003,9027.753511,Brookside
207000,-93.683856,42.016709,11690,OneFam,Average,7,1764,TRUE,TRUE,Normal,1999,2000,8663.865317,Brookside
210000,-93.67994,42.017866,8750,OneFam,Average,8,1908,TRUE,TRUE,Normal,1994,1995,8320.009823,Brookside
136500,-93.681121,42.016277,4435,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2003,2003,8452.893338,Brookside
145000,-93.68369,42.016254,4426,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2004,2004,8661.145417,Brookside
208900,-93.679505,42.017854,13125,OneFam,Average,7,1493,FALSE,TRUE,Normal,1997,1998,8284.998498,Brookside
214000,-93.687825,42.014549,9135,OneFam,Average,7,1536,FALSE,TRUE,Normal,2002,2003,9037.046512,Brookside
208500,-93.686931,42.013952,8450,OneFam,Average,8,1710,TRUE,TRUE,Normal,2003,2003,8980.35406,Brookside
186500,-93.685207,42.013912,9750,OneFam,Average,6,1445,FALSE,TRUE,Normal,2004,2004,8842.709078,Brookside
210000,-93.684451,42.013641,8450,OneFam,Average,8,1436,FALSE,TRUE,Normal,2004,2004,8789.254306,Brookside
185900,-93.684397,42.013622,8320,OneFam,Average,6,1582,TRUE,TRUE,Normal,2004,2004,8785.434935,Brookside
179900,-93.684343,42.013603,11049,OneFam,Average,7,1234,FALSE,TRUE,Normal,2007,2007,8781.616686,Old_Town
218836,-93.683435,42.015975,11058,OneFam,Above_Average,6,1564,FALSE,TRUE,Normal,2007,2007,8647.250724,Old_Town
193000,-93.683435,42.015368,9627,OneFam,Average,6,1361,FALSE,TRUE,Normal,2007,2007,8662.261335,Brookside
189000,-93.6838447,42.0138316,8199,OneFam,Average,7,1456,TRUE,TRUE,Normal,2005,2005,8735.381222,Brookside
149300,-93.683127,42.015927,4426,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2004,2004,8623.53195,Brookside
141000,-93.682991,42.015927,4426,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2004,2004,8612.543783,Brookside
149000,-93.681436,42.016121,4438,TwnhsE,Average,3,848,FALSE,TRUE,Normal,2004,2004,8482.164552,Brookside
144500,-93.681401,42.016122,4438,TwnhsE,Average,4,848,FALSE,TRUE,Normal,2004,2004,8479.3128,Brookside
85000,-93.678303,42.01975,8777,OneFam,Good,4,796,FALSE,FALSE,Normal,1910,1950,8146.836248,Brookside
145900,-93.678304,42.019937,8777,Duplex,Good,9,2200,TRUE,FALSE,Normal,1900,2003,8143.186939,Brookside
147500,-93.677407,42.021244,9937,OneFam,Above_Average,6,1256,FALSE,TRUE,Normal,1965,1965,8045.233511,Old_Town
135000,-93.673571,42.019996,6500,OneFam,Above_Average,6,1127,FALSE,TRUE,Normal,1976,1976,7756.553142,Old_Town
108000,-93.673137,42.02099,13907,OneFam,Above_Average,6,996,FALSE,FALSE,Normal,1940,1969,7701.333074,Old_Town
137500,-93.671443,42.019861,10012,OneFam,Average,6,1181,FALSE,TRUE,Normal,1972,1972,7586.333098,Iowa_DOT_and_Rail_Road
165400,-93.672408,42.018991,6931,OneFam,Average,7,1656,TRUE,TRUE,Normal,2003,2004,7683.778607,Iowa_DOT_and_Rail_Road
147000,-93.675294,42.018852,9638,OneFam,Above_Average,6,1117,FALSE,TRUE,Normal,1977,1977,7921.053559,Iowa_DOT_and_Rail_Road
160500,-93.675173,42.018912,7200,OneFam,Good,6,1398,TRUE,TRUE,Normal,1976,2001,7909.909133,Iowa_DOT_and_Rail_Road
176000,-93.673251,42.01883,7024,OneFam,Average,5,1132,FALSE,TRUE,Normal,2005,2005,7755.777101,Iowa_DOT_and_Rail_Road
284700,-93.675582,42.017386,47007,OneFam,Good,11,3820,FALSE,TRUE,Normal,1959,1996,7978.269013,Iowa_DOT_and_Rail_Road
160000,-93.674898,42.016804,63887,OneFam,Average,12,5642,TRUE,TRUE,Partial,2008,2008,7937.392942,Iowa_DOT_and_Rail_Road
148000,-93.670627,42.018898,3675,TwnhsE,Average,5,1072,FALSE,TRUE,Normal,2005,2005,7541.52506,Old_Town
118000,-93.6653819,42.020394,12108,Duplex,Below_Average,8,1440,FALSE,FALSE,Normal,1955,1955,7082.420961,Old_Town
82500,-93.665562,42.019544,6845,Duplex,Average,6,1152,FALSE,FALSE,Normal,1955,1955,7116.279466,Iowa_DOT_and_Rail_Road
91900,-93.661895,42.020112,6931,TwoFmCon,Average,4,784,FALSE,FALSE,Normal,1955,1955,6806.084217,Iowa_DOT_and_Rail_Road
96000,-93.664925,42.01797,8050,OneFam,Very_Good,8,1137,TRUE,FALSE,Normal,1947,1993,7103.760036,Iowa_DOT_and_Rail_Road
99000,-93.665829,42.017962,9520,OneFam,Average,5,930,FALSE,TRUE,Normal,1953,1953,7176.766141,Sawyer
130500,-93.664506,42.0198028,11767,OneFam,Above_Average,6,1200,TRUE,TRUE,Normal,1946,1995,7024.735491,Sawyer
135000,-93.663479,42.019959,8172,OneFam,Above_Average,7,1470,TRUE,TRUE,Normal,1954,1972,6937.926507,Sawyer
135500,-93.66345,42.018541,16466,OneFam,Good,8,1393,TRUE,TRUE,Normal,1955,1955,6970.182536,Clear_Creek
108000,-93.6558,42.02224,5142,OneFam,Good,6,1292,TRUE,TRUE,Normal,1923,2008,6264.099458,Edwards
98000,-93.656681,42.022238,5604,OneFam,Above_Average,5,864,FALSE,FALSE,Normal,1925,1950,6335.782794,Sawyer
67000,-93.656735,42.022089,8248,OneFam,Fair,5,864,FALSE,FALSE,Normal,1914,1950,6343.31569,Sawyer
135900,-93.655851,42.0214496,5687,TwoFmCon,Above_Average,9,1716,TRUE,FALSE,Normal,1912,2000,6285.572945,Sawyer
140000,-93.64856,42.019986,12155,OneFam,Very_Good,7,1482,TRUE,TRUE,Normal,1925,1950,5734.531885,Sawyer
179500,-93.65181,42.018715,8400,OneFam,Very_Good,8,2192,TRUE,TRUE,Normal,1939,1997,6030.993911,Sawyer
136500,-93.651785,42.017413,8400,OneFam,Average,7,1694,TRUE,TRUE,Normal,1925,1950,6068.648237,Sawyer
168000,-93.651635,42.017083,7290,OneFam,Very_Good,7,1424,FALSE,TRUE,Normal,1921,1950,6067.317203,Sawyer
189000,-93.646748,42.019092,9842,OneFam,Above_Average,8,2601,TRUE,TRUE,Normal,1921,1998,5615.907255,Sawyer
145000,-93.646438,42.01791,8969,OneFam,Above_Average,6,1316,TRUE,TRUE,Normal,1926,1950,5628.893837,Sawyer
191000,-93.646438,42.017834,11526,OneFam,Good,11,2555,TRUE,TRUE,Normal,1922,1994,5631.411964,Sawyer
177000,-93.6447083,42.0176853,15576,OneFam,Good,8,1680,TRUE,TRUE,Normal,1915,1976,5499.947827,Sawyer
147500,-93.646288,42.01789,15564,OneFam,Above_Average,6,1264,TRUE,TRUE,Normal,1914,1995,5617.696856,Sawyer
91000,-93.64842,42.016887,6292,OneFam,Average,4,790,FALSE,TRUE,Normal,1930,1950,5819.743977,Sawyer
231000,-93.6447134,42.0168678,7609,OneFam,Excellent,7,1512,TRUE,TRUE,Normal,1925,1997,5529.090201,Sawyer
115000,-93.646735,42.016072,10480,OneFam,Average,6,1639,FALSE,TRUE,Normal,1936,1950,5716.21758,Sawyer
138000,-93.642886,42.019833,9650,OneFam,Fair,7,1603,TRUE,TRUE,Normal,1923,1950,5285.740504,Sawyer
149000,-93.642821,42.019617,7200,OneFam,Above_Average,6,1502,TRUE,TRUE,Normal,1931,2000,5287.257164,Clear_Creek
188700,-93.641405,42.018443,11988,OneFam,Good,6,1660,TRUE,TRUE,Normal,1934,1995,5213.730745,Sawyer
198000,-93.63962,42.018888,11700,OneFam,Above_Average,7,1938,TRUE,TRUE,Normal,1937,1995,5057.846396,Sawyer
110000,-93.639497,42.018766,9260,OneFam,Below_Average,6,1374,TRUE,TRUE,Normal,1938,1950,5052.381167,Clear_Creek
104000,-93.639467,42.017528,7801,OneFam,Average,5,1091,FALSE,TRUE,Normal,1951,1951,5094.711365,Sawyer
381000,-93.642597,42.01601,14100,OneFam,Excellent,11,3447,TRUE,TRUE,Normal,1935,1997,5396.100699,Sawyer
311500,-93.643378,42.015667,15660,OneFam,Excellent,8,1954,TRUE,TRUE,Normal,1939,2006,5470.042841,Clear_Creek
263400,-93.64293,42.014567,12392,OneFam,Excellent,8,2161,TRUE,TRUE,Normal,1950,2000,5479.767385,Clear_Creek
236500,-93.640311,42.012638,26073,OneFam,Average,7,1898,FALSE,TRUE,Normal,1956,1956,5365.829594,Clear_Creek
224000,-93.640293,42.012488,14778,OneFam,Good,7,1640,FALSE,TRUE,Normal,1954,2006,5371.519192,Clear_Creek
116500,-93.645743,42.009489,1879,Twnhs,Above_Average,5,1032,TRUE,TRUE,Normal,1980,1980,5922.648426,Clear_Creek
151000,-93.645743,42.009489,1950,Twnhs,Above_Average,6,1556,TRUE,TRUE,Normal,1980,1980,5922.648426,Edwards
126000,-93.628409,42.022607,7000,OneFam,Very_Good,5,919,FALSE,TRUE,Normal,1926,1998,4048.409915,Edwards
120000,-93.627459,42.021806,6000,OneFam,Very_Good,5,1090,TRUE,TRUE,Normal,1940,2006,3999.76377,Edwards
55000,-93.625291,42.022797,3636,OneFam,Below_Average,5,796,FALSE,FALSE,Normal,1922,1950,3795.224323,Clear_Creek
120500,-93.625288,42.022516,5890,OneFam,Very_Good,5,816,FALSE,TRUE,Normal,1930,2007,3804.40834,Edwards
120500,-93.6291062,42.0213831,6900,OneFam,Above_Average,4,778,FALSE,TRUE,Normal,1940,1955,4144.031876,Edwards
119000,-93.628385,42.021276,8155,OneFam,Good,7,1200,TRUE,FALSE,Normal,1930,1950,4091.068693,Edwards
126000,-93.6258429,42.0214037,6000,OneFam,Average,7,1656,TRUE,TRUE,Normal,1967,1967,3887.302151,Edwards
99500,-93.626835,42.020379,7392,OneFam,Good,5,912,FALSE,TRUE,Normal,1930,1995,4003.304577,Edwards
165500,-93.625143,42.021389,9000,OneFam,Average,7,1955,TRUE,TRUE,Normal,1958,1958,3833.194962,Edwards
89000,-93.615426,42.021162,5280,OneFam,Good,6,1361,TRUE,TRUE,Normal,1895,1950,3097.616422,Edwards
40000,-93.616848,42.021506,8500,OneFam,Below_Average,6,1317,TRUE,TRUE,Normal,1920,1950,3189.223837,Edwards
80900,-93.616849,42.021594,5150,OneFam,Good,5,1049,TRUE,TRUE,Normal,1910,2000,3185.406621,Edwards
81000,-93.604195,42.022458,18000,OneFam,Below_Average,6,894,FALSE,TRUE,Normal,1935,1950,2209.847309,Edwards
65000,-93.604193,42.022626,9000,OneFam,Above_Average,5,864,TRUE,TRUE,Normal,1920,1950,2199.897742,Edwards
392500,-93.616242,42.009326,5587,TwnhsE,Average,5,1652,FALSE,TRUE,Partial,2008,2008,3893.407459,Sawyer_West
294464,-93.616584,42.008803,3843,TwnhsE,Average,5,1648,FALSE,TRUE,Partial,2007,2008,3953.587057,Sawyer_West
250000,-93.615985,42.008806,3811,TwnhsE,Average,5,1646,FALSE,TRUE,Normal,2004,2005,3917.085115,Sawyer_West
275000,-93.615921,42.0091899,3842,TwnhsE,Average,5,1646,FALSE,TRUE,Normal,2004,2005,3884.092898,Sawyer_West
300000,-93.607342,41.99507,23730,OneFam,Average,7,2032,FALSE,TRUE,Normal,1996,1997,4721.437238,Sawyer_West
271000,-93.607121,41.997124,13265,OneFam,Average,7,1689,FALSE,TRUE,Normal,2002,2002,4510.535956,College_Creek
213000,-93.60489,41.997062,11050,OneFam,Average,8,1820,TRUE,TRUE,Normal,1996,1997,4432.937946,College_Creek
171000,-93.604549,41.997069,9880,OneFam,Above_Average,6,1118,FALSE,TRUE,Normal,1977,1977,4419.987376,College_Creek
171500,-93.604548,41.996919,10125,OneFam,Above_Average,6,1279,FALSE,TRUE,Normal,1977,1977,4434.991552,College_Creek
228500,-93.602429,41.995991,9990,OneFam,Average,6,1689,FALSE,TRUE,Normal,1991,1991,4457.274481,Sawyer_West
228950,-93.658875,41.998543,164660,TwoFmCon,Above_Average,7,1786,TRUE,TRUE,Normal,1965,1965,7460.256089,Sawyer_West
241500,-93.639793,42.00514,4084,TwnhsE,Above_Average,6,1501,FALSE,TRUE,Normal,1986,1986,5730.188713,Clear_Creek
294000,-93.653122,41.995141,11563,OneFam,Average,8,1537,FALSE,TRUE,Normal,2006,2007,7267.236471,Clear_Creek
293077,-93.653025,41.994841,9520,OneFam,Average,7,1646,FALSE,TRUE,Partial,2007,2008,7280.030386,College_Creek
264966,-93.651718,41.99373,12852,OneFam,Average,6,1780,TRUE,TRUE,Partial,2007,2007,7265.650938,College_Creek
172500,-93.649198,41.995142,9802,OneFam,Average,6,1442,TRUE,TRUE,Normal,2006,2007,7004.508013,College_Creek
167500,-93.649475,41.993751,9735,OneFam,Average,7,1394,TRUE,TRUE,Normal,2006,2007,7116.450481,College_Creek
218689,-93.650431,41.995175,12018,OneFam,Average,6,1612,TRUE,TRUE,Partial,2008,2008,7084.311036,College_Creek
150000,-93.644679,41.999812,12890,OneFam,Average,8,1495,FALSE,TRUE,Normal,1989,1989,6396.523229,College_Creek
184000,-93.646054,41.999575,12416,OneFam,Average,7,1651,FALSE,TRUE,Normal,1986,1986,6504.951442,College_Creek
180000,-93.6470597,41.9976055,18265,OneFam,Average,6,1256,FALSE,TRUE,Normal,1986,1986,6699.508099,College_Creek
232500,-93.646726,41.995512,11202,OneFam,Average,7,1440,FALSE,TRUE,Normal,2003,2003,6816.612286,College_Creek
195000,-93.646645,41.99639,7915,OneFam,Average,6,1675,FALSE,TRUE,Normal,1999,2000,6752.134439,College_Creek
305000,-93.647834,41.99423,12244,OneFam,Average,10,2262,TRUE,TRUE,Normal,2003,2003,6976.503742,College_Creek
298751,-93.653218,41.99312,11449,OneFam,Average,7,1728,FALSE,TRUE,Normal,2007,2007,7405.755948,College_Creek
370000,-93.647214,41.993611,11447,OneFam,Average,7,1964,FALSE,TRUE,Normal,2005,2006,6979.040649,College_Creek
160500,-93.608197,41.993059,4500,TwnhsE,Average,4,1189,FALSE,TRUE,Normal,1997,1997,4952.831822,College_Creek
173000,-93.606374,41.993185,14137,OneFam,Average,6,1200,FALSE,TRUE,Normal,1964,1964,4874.693717,College_Creek
124000,-93.605351,41.99261,4224,TwnhsE,Above_Average,6,1040,FALSE,TRUE,Normal,1975,1975,4897.944993,College_Creek
115000,-93.604649,41.991372,2665,TwnhsE,Above_Average,4,1304,TRUE,TRUE,Normal,1976,1976,5001.587203,College_Creek
129500,-93.604184,41.990899,2665,TwnhsE,Good,6,1475,TRUE,TRUE,Normal,1976,1976,5035.69633,College_Creek
105000,-93.603601,41.991883,1974,Twnhs,Good,5,988,TRUE,TRUE,Normal,1973,2006,4916.273819,College_Creek
94900,-93.604269,41.991779,1596,Twnhs,Above_Average,4,988,TRUE,TRUE,Normal,1973,1973,4947.787615,College_Creek
152500,-93.601444,41.993249,17979,OneFam,Above_Average,6,1160,FALSE,TRUE,Normal,1968,1968,4710.276946,College_Creek
98000,-93.603178,41.992133,1477,Twnhs,Excellent,6,1092,TRUE,FALSE,Normal,1970,2007,4877.521348,College_Creek
81000,-93.603458,41.991933,1890,Twnhs,Good,3,630,FALSE,FALSE,Normal,1972,1972,4906.723433,College_Creek
113000,-93.610109,41.988675,21750,OneFam,Average,4,988,FALSE,TRUE,Normal,1954,1954,5459.873224,College_Creek
128500,-93.6051072,41.987109,6490,OneFam,Good,4,816,FALSE,TRUE,Normal,1983,1983,5455.555159,College_Creek
119500,-93.604761,41.988934,6951,OneFam,Average,5,923,FALSE,TRUE,Normal,1984,1985,5256.194463,College_Creek
130500,-93.603917,41.98811,6600,OneFam,Excellent,5,816,FALSE,TRUE,Normal,1982,2008,5316.70684,College_Creek
138000,-93.603916,41.988076,6600,OneFam,Very_Good,4,816,FALSE,TRUE,Normal,1982,2003,5320.217911,College_Creek
134500,-93.603886,41.987289,6600,OneFam,Above_Average,6,845,FALSE,TRUE,Normal,1982,2005,5401.394731,College_Creek
160000,-93.608291,41.98658,12508,OneFam,Good,7,1750,TRUE,TRUE,Normal,1940,1985,5609.317245,College_Creek
137500,-93.603722,41.986498,12395,OneFam,Above_Average,6,889,FALSE,TRUE,Normal,1984,1984,5479.450838,College_Creek
172000,-93.600066,41.991885,11075,OneFam,Below_Average,7,1968,TRUE,TRUE,Normal,1969,1969,4814.914436,College_Creek
103000,-93.577427,42.022745,56600,OneFam,Very_Poor,7,1836,TRUE,TRUE,Normal,1900,1950,1186.204289,College_Creek
167300,-93.618504,42.051297,10667,OneFam,Above_Average,7,1587,FALSE,TRUE,Normal,1971,1971,3675.195988,College_Creek
167000,-93.618503,42.051357,10628,OneFam,Average,5,1277,FALSE,TRUE,Normal,1970,1970,3678.820675,College_Creek
244000,-93.617273,42.049671,13651,OneFam,Above_Average,8,2223,FALSE,TRUE,Normal,1973,1973,3491.610153,College_Creek
268000,-93.61728,42.050443,15865,OneFam,Above_Average,8,2217,FALSE,TRUE,Normal,1970,1970,3538.37251,College_Creek
168000,-93.63736,42.060466,10364,OneFam,Average,7,1572,TRUE,TRUE,Normal,1995,1996,5538.891662,College_Creek
177000,-93.636146,42.061664,13869,OneFam,Above_Average,6,1470,TRUE,TRUE,Normal,1997,1997,5530.86975,College_Creek
169000,-93.636972,42.061326,8773,OneFam,Average,7,1600,TRUE,TRUE,Normal,1997,1997,5565.582158,College_Creek
161500,-93.637189,42.061242,8872,OneFam,Average,7,1384,TRUE,TRUE,Normal,1997,1997,5575.146734,College_Creek
251000,-93.634341,42.063067,5330,TwnhsE,Average,6,1652,FALSE,TRUE,Normal,2000,2000,5502.625075,College_Creek
160000,-93.636345,42.059592,10147,OneFam,Average,7,1694,TRUE,TRUE,Normal,1994,1994,5415.400055,College_Creek
178750,-93.637865,42.059562,7875,OneFam,Average,6,1553,TRUE,TRUE,Normal,1996,1996,5519.476812,College_Creek
176000,-93.637883,42.059517,7875,OneFam,Average,6,1253,FALSE,TRUE,Normal,1995,1996,5518.065052,College_Creek
204000,-93.639068,42.059242,7500,OneFam,Average,7,2299,TRUE,TRUE,Normal,1999,2003,5585.231749,College_Creek
160000,-93.637848,42.059293,9556,OneFam,Average,6,1187,FALSE,TRUE,Normal,1992,1993,5502.363602,College_Creek
160000,-93.637299,42.057006,10784,OneFam,Average,7,1472,TRUE,TRUE,Normal,1991,1992,5332.390114,College_Creek
163900,-93.637917,42.05817,9125,OneFam,Average,7,1482,TRUE,TRUE,Normal,1992,1992,5442.052864,College_Creek
168000,-93.635833,42.057533,7655,OneFam,Average,7,1642,TRUE,TRUE,Normal,1993,1994,5257.786408,College_Creek
170000,-93.634513,42.059375,3696,TwnhsE,Average,5,1088,FALSE,TRUE,Normal,1986,1986,5275.545245,College_Creek
207500,-93.632917,42.059239,5062,TwnhsE,Average,6,2090,TRUE,TRUE,Normal,1984,1984,5157.67166,College_Creek
182000,-93.631622,42.059309,4740,TwnhsE,Average,5,1179,FALSE,TRUE,Normal,1988,1988,5074.096057,College_Creek
212000,-93.631633,42.059304,5118,TwnhsE,Average,4,1321,FALSE,TRUE,Normal,1990,1990,5074.520261,College_Creek
377426,-93.629016,42.060431,14157,OneFam,Average,8,1922,FALSE,TRUE,Normal,2005,2006,4974.765645,Edwards
349265,-93.629075,42.060144,12328,OneFam,Average,10,2541,TRUE,TRUE,Normal,2005,2005,4959.168885,Edwards
591587,-93.626366,42.061202,51974,OneFam,Average,8,2338,FALSE,TRUE,Partial,2006,2007,4858.125359,Edwards
155000,-93.622874,42.060096,41600,TwoFmCon,Average,7,1424,FALSE,TRUE,Normal,1969,1990,4558.975397,Edwards
319900,-93.629538,42.059743,8035,TwnhsE,Average,6,1612,FALSE,TRUE,Normal,2006,2006,4962.837595,Edwards
392000,-93.630074,42.058893,8089,OneFam,Above_Average,7,1419,FALSE,TRUE,Partial,2007,2007,4942.880347,Edwards
441929,-93.628754,42.058998,14082,OneFam,Average,7,2234,FALSE,TRUE,Normal,2006,2006,4861.386421,Edwards
455000,-93.628723,42.058996,13870,OneFam,Average,8,2042,FALSE,TRUE,Partial,2006,2007,4859.191032,Edwards
182900,-93.637875,42.054368,12546,OneFam,Good,7,1440,FALSE,TRUE,Normal,1981,1981,5234.442291,Edwards
